workload,policy,policy_description,cpp_file_path,cache_hit_rate,score
mcf,Less is More,"The Less is More (LIME) policy maintains a smaller but more predictable working set in cache by selectively caching only highly reusable data. It introduces filters or confidence thresholds to reduce cache pollution, especially effective in workloads with sparse reuse or high noise. By avoiding over-commitment, it reduces thrashing and improves effective cache utilization in irregular access patterns.",ChampSim_CRC2/champ_repl_pol/lime.cc,0.5230175409101099,0.4332826897688782
mcf,Multiperspective,"Multiperspective replacement integrates multiple heuristics—temporal (recency), spatial (block adjacency), and frequency (access counts)—to make informed eviction decisions. It balances short-term reuse with longer-term utility predictions, offering adaptability across diverse workloads. This hybrid strategy is especially useful in mixed compute and memory-intensive applications.",ChampSim_CRC2/champ_repl_pol/dancrc2.cc,0.515161598323247,0.11453256801665043
mcf,Reordering-based Cache Replacement,"This policy reorders memory accesses to increase temporal locality before they reach the cache. By dynamically reshaping the access stream (e.g., via scheduling queues or address clustering), it reduces conflict misses and enhances reuse. The effectiveness is tied to how well reordering aligns with the underlying data reuse patterns of the workload.",ChampSim_CRC2/champ_repl_pol/red.cc,0.5200312710592792,0.34660260743866517
mcf,Ship++,"SHiP++ (Signature-based Hit Predictor) is an enhancement over the SHiP policy, which uses PC-based signatures and outcome history to track line usefulness. SHiP++ incorporates refined predictors, decay mechanisms, and hybrid reuse classification to better handle pathological cases (e.g., thrashing). It provides strong performance across workloads with dynamic and complex reuse patterns.",ChampSim_CRC2/champ_repl_pol/ship++.cc,0.524743749964974,0.37559793796024865
milc,LRU,Least Recently Used (LRU) replacement policy evicts the cache line that has not been accessed for the longest time. It assumes temporal locality—recently used data is more likely to be used again. This simple stack-based heuristic is hardware-friendly but can perform poorly under non-recurring access patterns or streaming workloads.,ChampSim_CRC2/champ_repl_pol/lru.cc,0.3219114100958022,0.4168733894766456
milc,Hawkeye,"Hawkeye is a predictive replacement policy that leverages Belady's MIN algorithm as an oracle during training phases. It classifies memory accesses as cache-friendly or cache-averse using past reuse behavior. Hawkeye tracks the hit/miss patterns of PCs and predicts future reuse, evicting lines unlikely to be reused. This learned policy often outperforms heuristics in workloads with high variance in reuse patterns.",ChampSim_CRC2/champ_repl_pol/hawkeye_final.cc,0.06456693483565899,0.37579227983384317
milc,Less is More,"The Less is More (LIME) policy maintains a smaller but more predictable working set in cache by selectively caching only highly reusable data. It introduces filters or confidence thresholds to reduce cache pollution, especially effective in workloads with sparse reuse or high noise. By avoiding over-commitment, it reduces thrashing and improves effective cache utilization in irregular access patterns.",ChampSim_CRC2/champ_repl_pol/lime.cc,0.23460321368313578,0.4332826897688782
milc,Multiperspective,"Multiperspective replacement integrates multiple heuristics—temporal (recency), spatial (block adjacency), and frequency (access counts)—to make informed eviction decisions. It balances short-term reuse with longer-term utility predictions, offering adaptability across diverse workloads. This hybrid strategy is especially useful in mixed compute and memory-intensive applications.",ChampSim_CRC2/champ_repl_pol/dancrc2.cc,0.00026430697263517673,0.11453256801665043
milc,Reordering-based Cache Replacement,"This policy reorders memory accesses to increase temporal locality before they reach the cache. By dynamically reshaping the access stream (e.g., via scheduling queues or address clustering), it reduces conflict misses and enhances reuse. The effectiveness is tied to how well reordering aligns with the underlying data reuse patterns of the workload.",ChampSim_CRC2/champ_repl_pol/red.cc,0.14627399581453615,0.34660260743866517
milc,Ship++,"SHiP++ (Signature-based Hit Predictor) is an enhancement over the SHiP policy, which uses PC-based signatures and outcome history to track line usefulness. SHiP++ incorporates refined predictors, decay mechanisms, and hybrid reuse classification to better handle pathological cases (e.g., thrashing). It provides strong performance across workloads with dynamic and complex reuse patterns.",ChampSim_CRC2/champ_repl_pol/ship++.cc,0.054986712238499026,0.37559793796024865
omnetpp,LRU,Least Recently Used (LRU) replacement policy evicts the cache line that has not been accessed for the longest time. It assumes temporal locality—recently used data is more likely to be used again. This simple stack-based heuristic is hardware-friendly but can perform poorly under non-recurring access patterns or streaming workloads.,ChampSim_CRC2/champ_repl_pol/lru.cc,0.4606533811310401,0.4168733894766456
omnetpp,Hawkeye,"Hawkeye is a predictive replacement policy that leverages Belady's MIN algorithm as an oracle during training phases. It classifies memory accesses as cache-friendly or cache-averse using past reuse behavior. Hawkeye tracks the hit/miss patterns of PCs and predicts future reuse, evicting lines unlikely to be reused. This learned policy often outperforms heuristics in workloads with high variance in reuse patterns.",ChampSim_CRC2/champ_repl_pol/hawkeye_final.cc,0.6753672808393627,0.37579227983384317
omnetpp,Less is More,"The Less is More (LIME) policy maintains a smaller but more predictable working set in cache by selectively caching only highly reusable data. It introduces filters or confidence thresholds to reduce cache pollution, especially effective in workloads with sparse reuse or high noise. By avoiding over-commitment, it reduces thrashing and improves effective cache utilization in irregular access patterns.",ChampSim_CRC2/champ_repl_pol/lime.cc,0.6900525496418154,0.4332826897688782
omnetpp,Multiperspective,"Multiperspective replacement integrates multiple heuristics—temporal (recency), spatial (block adjacency), and frequency (access counts)—to make informed eviction decisions. It balances short-term reuse with longer-term utility predictions, offering adaptability across diverse workloads. This hybrid strategy is especially useful in mixed compute and memory-intensive applications.",ChampSim_CRC2/champ_repl_pol/dancrc2.cc,0.008547620325799737,0.11453256801665043
omnetpp,Reordering-based Cache Replacement,"This policy reorders memory accesses to increase temporal locality before they reach the cache. By dynamically reshaping the access stream (e.g., via scheduling queues or address clustering), it reduces conflict misses and enhances reuse. The effectiveness is tied to how well reordering aligns with the underlying data reuse patterns of the workload.",ChampSim_CRC2/champ_repl_pol/red.cc,0.4621028207407054,0.34660260743866517
omnetpp,Ship++,"SHiP++ (Signature-based Hit Predictor) is an enhancement over the SHiP policy, which uses PC-based signatures and outcome history to track line usefulness. SHiP++ incorporates refined predictors, decay mechanisms, and hybrid reuse classification to better handle pathological cases (e.g., thrashing). It provides strong performance across workloads with dynamic and complex reuse patterns.",ChampSim_CRC2/champ_repl_pol/ship++.cc,0.698462878241108,0.37559793796024865
all,LRU,Least Recently Used (LRU) replacement policy evicts the cache line that has not been accessed for the longest time. It assumes temporal locality—recently used data is more likely to be used again. This simple stack-based heuristic is hardware-friendly but can perform poorly under non-recurring access patterns or streaming workloads.,ChampSim_CRC2/champ_repl_pol/lru.cc,0.4168733894766456,0.4168733894766456
all,Hawkeye,"Hawkeye is a predictive replacement policy that leverages Belady's MIN algorithm as an oracle during training phases. It classifies memory accesses as cache-friendly or cache-averse using past reuse behavior. Hawkeye tracks the hit/miss patterns of PCs and predicts future reuse, evicting lines unlikely to be reused. This learned policy often outperforms heuristics in workloads with high variance in reuse patterns.",ChampSim_CRC2/champ_repl_pol/hawkeye_final.cc,0.37579227983384317,0.37579227983384317
all,Less is More,"The Less is More (LIME) policy maintains a smaller but more predictable working set in cache by selectively caching only highly reusable data. It introduces filters or confidence thresholds to reduce cache pollution, especially effective in workloads with sparse reuse or high noise. By avoiding over-commitment, it reduces thrashing and improves effective cache utilization in irregular access patterns.",ChampSim_CRC2/champ_repl_pol/lime.cc,0.4332826897688782,0.4332826897688782
all,Multiperspective,"Multiperspective replacement integrates multiple heuristics—temporal (recency), spatial (block adjacency), and frequency (access counts)—to make informed eviction decisions. It balances short-term reuse with longer-term utility predictions, offering adaptability across diverse workloads. This hybrid strategy is especially useful in mixed compute and memory-intensive applications.",ChampSim_CRC2/champ_repl_pol/dancrc2.cc,0.11453256801665043,0.11453256801665043
all,Reordering-based Cache Replacement,"This policy reorders memory accesses to increase temporal locality before they reach the cache. By dynamically reshaping the access stream (e.g., via scheduling queues or address clustering), it reduces conflict misses and enhances reuse. The effectiveness is tied to how well reordering aligns with the underlying data reuse patterns of the workload.",ChampSim_CRC2/champ_repl_pol/red.cc,0.34660260743866517,0.34660260743866517
all,Ship++,"SHiP++ (Signature-based Hit Predictor) is an enhancement over the SHiP policy, which uses PC-based signatures and outcome history to track line usefulness. SHiP++ incorporates refined predictors, decay mechanisms, and hybrid reuse classification to better handle pathological cases (e.g., thrashing). It provides strong performance across workloads with dynamic and complex reuse patterns.",ChampSim_CRC2/champ_repl_pol/ship++.cc,0.37559793796024865,0.37559793796024865
astar,Adaptive Multi-Policy Tournament (AMPT),"AMPT partitions the LLC sets into sample sets for three base policies—LRU, SRRIP, and PC-Filtered SRRIP—and tracks their miss counts over fixed epochs. At the end of each epoch, the policy with the fewest sample misses “wins” and is applied to all remaining (non-sample) sets in the next epoch. This dynamic tournament lets AMPT adapt to streaming (via LRU), medium‐reuse (via SRRIP), and phase/PC‐driven reuse (via PC-Filtered SRRIP), thereby delivering high hit rates across diverse workloads (astar, LBM, MCF, MILC, omnetpp).",ChampSim_CRC2/new_policies/000_adaptive_multi_policy_tournament__ampt.cc,0.2905201544774318,0.2905201544774318
lbm,Adaptive Multi-Policy Tournament (AMPT),"AMPT partitions the LLC sets into sample sets for three base policies—LRU, SRRIP, and PC-Filtered SRRIP—and tracks their miss counts over fixed epochs. At the end of each epoch, the policy with the fewest sample misses “wins” and is applied to all remaining (non-sample) sets in the next epoch. This dynamic tournament lets AMPT adapt to streaming (via LRU), medium‐reuse (via SRRIP), and phase/PC‐driven reuse (via PC-Filtered SRRIP), thereby delivering high hit rates across diverse workloads (astar, LBM, MCF, MILC, omnetpp).",ChampSim_CRC2/new_policies/000_adaptive_multi_policy_tournament__ampt.cc,0.4258286212977946,0.4258286212977946
mcf,Adaptive Multi-Policy Tournament (AMPT),"AMPT partitions the LLC sets into sample sets for three base policies—LRU, SRRIP, and PC-Filtered SRRIP—and tracks their miss counts over fixed epochs. At the end of each epoch, the policy with the fewest sample misses “wins” and is applied to all remaining (non-sample) sets in the next epoch. This dynamic tournament lets AMPT adapt to streaming (via LRU), medium‐reuse (via SRRIP), and phase/PC‐driven reuse (via PC-Filtered SRRIP), thereby delivering high hit rates across diverse workloads (astar, LBM, MCF, MILC, omnetpp).",ChampSim_CRC2/new_policies/000_adaptive_multi_policy_tournament__ampt.cc,0.29648148786739775,0.29648148786739775
milc,Adaptive Multi-Policy Tournament (AMPT),"AMPT partitions the LLC sets into sample sets for three base policies—LRU, SRRIP, and PC-Filtered SRRIP—and tracks their miss counts over fixed epochs. At the end of each epoch, the policy with the fewest sample misses “wins” and is applied to all remaining (non-sample) sets in the next epoch. This dynamic tournament lets AMPT adapt to streaming (via LRU), medium‐reuse (via SRRIP), and phase/PC‐driven reuse (via PC-Filtered SRRIP), thereby delivering high hit rates across diverse workloads (astar, LBM, MCF, MILC, omnetpp).",ChampSim_CRC2/new_policies/000_adaptive_multi_policy_tournament__ampt.cc,0.3042563810067018,0.3042563810067018
omnetpp,Adaptive Multi-Policy Tournament (AMPT),"AMPT partitions the LLC sets into sample sets for three base policies—LRU, SRRIP, and PC-Filtered SRRIP—and tracks their miss counts over fixed epochs. At the end of each epoch, the policy with the fewest sample misses “wins” and is applied to all remaining (non-sample) sets in the next epoch. This dynamic tournament lets AMPT adapt to streaming (via LRU), medium‐reuse (via SRRIP), and phase/PC‐driven reuse (via PC-Filtered SRRIP), thereby delivering high hit rates across diverse workloads (astar, LBM, MCF, MILC, omnetpp).",ChampSim_CRC2/new_policies/000_adaptive_multi_policy_tournament__ampt.cc,0.0053696819496076,0.0053696819496076
all,Adaptive Multi-Policy Tournament (AMPT),"AMPT partitions the LLC sets into sample sets for three base policies—LRU, SRRIP, and PC-Filtered SRRIP—and tracks their miss counts over fixed epochs. At the end of each epoch, the policy with the fewest sample misses “wins” and is applied to all remaining (non-sample) sets in the next epoch. This dynamic tournament lets AMPT adapt to streaming (via LRU), medium‐reuse (via SRRIP), and phase/PC‐driven reuse (via PC-Filtered SRRIP), thereby delivering high hit rates across diverse workloads (astar, LBM, MCF, MILC, omnetpp).",ChampSim_CRC2/new_policies/000_adaptive_multi_policy_tournament__ampt.cc,0.26449126531978673,0.26449126531978673
astar,SHiP-RRIP (Signature-based Hit Predictor with RRIP),"SHiP-RRIP augments SRRIP with a signature-based hit predictor (SHCT) to distinguish streaming from reusable blocks. Each block carries a PC-derived signature and a “last_hit” flag. On a hit, the block’s signature counter in the SHCT is incremented and the block is promoted (rrpv→0). On an eviction of a block that was never hit, its signature counter is decremented. On insertion, we probe the SHCT: if the counter ≥ threshold, the new block is inserted as “hot” (rrpv=0), otherwise as “cold” (rrpv=2). Eviction still follows standard SRRIP (evict blocks with maximum rrpv, aging others). This approach captures temporal locality even in irregular patterns (mcf, omnetpp), adapts to phase changes (milc), retains spatial reuse (lbm), and avoids pollution from streaming data (astar), yielding higher hit rates across all workloads.",ChampSim_CRC2/new_policies/001_ship_rrip__signature_based_hit_predictor_with_rrip.cc,0.29064083997103546,0.29064083997103546
lbm,SHiP-RRIP (Signature-based Hit Predictor with RRIP),"SHiP-RRIP augments SRRIP with a signature-based hit predictor (SHCT) to distinguish streaming from reusable blocks. Each block carries a PC-derived signature and a “last_hit” flag. On a hit, the block’s signature counter in the SHCT is incremented and the block is promoted (rrpv→0). On an eviction of a block that was never hit, its signature counter is decremented. On insertion, we probe the SHCT: if the counter ≥ threshold, the new block is inserted as “hot” (rrpv=0), otherwise as “cold” (rrpv=2). Eviction still follows standard SRRIP (evict blocks with maximum rrpv, aging others). This approach captures temporal locality even in irregular patterns (mcf, omnetpp), adapts to phase changes (milc), retains spatial reuse (lbm), and avoids pollution from streaming data (astar), yielding higher hit rates across all workloads.",ChampSim_CRC2/new_policies/001_ship_rrip__signature_based_hit_predictor_with_rrip.cc,0.4397374593189215,0.4397374593189215
mcf,SHiP-RRIP (Signature-based Hit Predictor with RRIP),"SHiP-RRIP augments SRRIP with a signature-based hit predictor (SHCT) to distinguish streaming from reusable blocks. Each block carries a PC-derived signature and a “last_hit” flag. On a hit, the block’s signature counter in the SHCT is incremented and the block is promoted (rrpv→0). On an eviction of a block that was never hit, its signature counter is decremented. On insertion, we probe the SHCT: if the counter ≥ threshold, the new block is inserted as “hot” (rrpv=0), otherwise as “cold” (rrpv=2). Eviction still follows standard SRRIP (evict blocks with maximum rrpv, aging others). This approach captures temporal locality even in irregular patterns (mcf, omnetpp), adapts to phase changes (milc), retains spatial reuse (lbm), and avoids pollution from streaming data (astar), yielding higher hit rates across all workloads.",ChampSim_CRC2/new_policies/001_ship_rrip__signature_based_hit_predictor_with_rrip.cc,0.28976120003448375,0.28976120003448375
milc,SHiP-RRIP (Signature-based Hit Predictor with RRIP),"SHiP-RRIP augments SRRIP with a signature-based hit predictor (SHCT) to distinguish streaming from reusable blocks. Each block carries a PC-derived signature and a “last_hit” flag. On a hit, the block’s signature counter in the SHCT is incremented and the block is promoted (rrpv→0). On an eviction of a block that was never hit, its signature counter is decremented. On insertion, we probe the SHCT: if the counter ≥ threshold, the new block is inserted as “hot” (rrpv=0), otherwise as “cold” (rrpv=2). Eviction still follows standard SRRIP (evict blocks with maximum rrpv, aging others). This approach captures temporal locality even in irregular patterns (mcf, omnetpp), adapts to phase changes (milc), retains spatial reuse (lbm), and avoids pollution from streaming data (astar), yielding higher hit rates across all workloads.",ChampSim_CRC2/new_policies/001_ship_rrip__signature_based_hit_predictor_with_rrip.cc,0.3042563810067018,0.3042563810067018
omnetpp,SHiP-RRIP (Signature-based Hit Predictor with RRIP),"SHiP-RRIP augments SRRIP with a signature-based hit predictor (SHCT) to distinguish streaming from reusable blocks. Each block carries a PC-derived signature and a “last_hit” flag. On a hit, the block’s signature counter in the SHCT is incremented and the block is promoted (rrpv→0). On an eviction of a block that was never hit, its signature counter is decremented. On insertion, we probe the SHCT: if the counter ≥ threshold, the new block is inserted as “hot” (rrpv=0), otherwise as “cold” (rrpv=2). Eviction still follows standard SRRIP (evict blocks with maximum rrpv, aging others). This approach captures temporal locality even in irregular patterns (mcf, omnetpp), adapts to phase changes (milc), retains spatial reuse (lbm), and avoids pollution from streaming data (astar), yielding higher hit rates across all workloads.",ChampSim_CRC2/new_policies/001_ship_rrip__signature_based_hit_predictor_with_rrip.cc,0.007877500442556204,0.007877500442556204
all,SHiP-RRIP (Signature-based Hit Predictor with RRIP),"SHiP-RRIP augments SRRIP with a signature-based hit predictor (SHCT) to distinguish streaming from reusable blocks. Each block carries a PC-derived signature and a “last_hit” flag. On a hit, the block’s signature counter in the SHCT is incremented and the block is promoted (rrpv→0). On an eviction of a block that was never hit, its signature counter is decremented. On insertion, we probe the SHCT: if the counter ≥ threshold, the new block is inserted as “hot” (rrpv=0), otherwise as “cold” (rrpv=2). Eviction still follows standard SRRIP (evict blocks with maximum rrpv, aging others). This approach captures temporal locality even in irregular patterns (mcf, omnetpp), adapts to phase changes (milc), retains spatial reuse (lbm), and avoids pollution from streaming data (astar), yielding higher hit rates across all workloads.",ChampSim_CRC2/new_policies/001_ship_rrip__signature_based_hit_predictor_with_rrip.cc,0.2664546761547398,0.2664546761547398
astar,SFSRIP  (Stream-Filter SRRIP with Signature Predictor),"SFSRIP augments Static RRIP (SRRIP) with a small Signature Hit Counter Table (SHCT) that learns which PC+page signatures produce true reuse. On each miss fill, we hash (PC ⊕ paddr>>12) to index SHCT. If the counter is above a tunable threshold, we insert the new line with RRPV=0 (retain it); otherwise we give it RRPV=MAX (effectively bypass). On every hit we reset RRPV to 0 and increment the corresponding SHCT counter, reinforcing good signatures. This filters out streaming or one‐off lines (benefiting lbm, mcf, omnetpp), reacts to irregular and speculatively fetched paths (astar), and smoothly adapts when locality phases change (milc).",ChampSim_CRC2/new_policies/000_sfsrip___stream_filter_srrip_with_signature_predictor.cc,0.4549470935094757,0.4549470935094757
lbm,SFSRIP  (Stream-Filter SRRIP with Signature Predictor),"SFSRIP augments Static RRIP (SRRIP) with a small Signature Hit Counter Table (SHCT) that learns which PC+page signatures produce true reuse. On each miss fill, we hash (PC ⊕ paddr>>12) to index SHCT. If the counter is above a tunable threshold, we insert the new line with RRPV=0 (retain it); otherwise we give it RRPV=MAX (effectively bypass). On every hit we reset RRPV to 0 and increment the corresponding SHCT counter, reinforcing good signatures. This filters out streaming or one‐off lines (benefiting lbm, mcf, omnetpp), reacts to irregular and speculatively fetched paths (astar), and smoothly adapts when locality phases change (milc).",ChampSim_CRC2/new_policies/000_sfsrip___stream_filter_srrip_with_signature_predictor.cc,0.4399286899812073,0.4399286899812073
mcf,SFSRIP  (Stream-Filter SRRIP with Signature Predictor),"SFSRIP augments Static RRIP (SRRIP) with a small Signature Hit Counter Table (SHCT) that learns which PC+page signatures produce true reuse. On each miss fill, we hash (PC ⊕ paddr>>12) to index SHCT. If the counter is above a tunable threshold, we insert the new line with RRPV=0 (retain it); otherwise we give it RRPV=MAX (effectively bypass). On every hit we reset RRPV to 0 and increment the corresponding SHCT counter, reinforcing good signatures. This filters out streaming or one‐off lines (benefiting lbm, mcf, omnetpp), reacts to irregular and speculatively fetched paths (astar), and smoothly adapts when locality phases change (milc).",ChampSim_CRC2/new_policies/000_sfsrip___stream_filter_srrip_with_signature_predictor.cc,0.4027614420864229,0.4027614420864229
milc,SFSRIP  (Stream-Filter SRRIP with Signature Predictor),"SFSRIP augments Static RRIP (SRRIP) with a small Signature Hit Counter Table (SHCT) that learns which PC+page signatures produce true reuse. On each miss fill, we hash (PC ⊕ paddr>>12) to index SHCT. If the counter is above a tunable threshold, we insert the new line with RRPV=0 (retain it); otherwise we give it RRPV=MAX (effectively bypass). On every hit we reset RRPV to 0 and increment the corresponding SHCT counter, reinforcing good signatures. This filters out streaming or one‐off lines (benefiting lbm, mcf, omnetpp), reacts to irregular and speculatively fetched paths (astar), and smoothly adapts when locality phases change (milc).",ChampSim_CRC2/new_policies/000_sfsrip___stream_filter_srrip_with_signature_predictor.cc,0.32181184240063143,0.32181184240063143
omnetpp,SFSRIP  (Stream-Filter SRRIP with Signature Predictor),"SFSRIP augments Static RRIP (SRRIP) with a small Signature Hit Counter Table (SHCT) that learns which PC+page signatures produce true reuse. On each miss fill, we hash (PC ⊕ paddr>>12) to index SHCT. If the counter is above a tunable threshold, we insert the new line with RRPV=0 (retain it); otherwise we give it RRPV=MAX (effectively bypass). On every hit we reset RRPV to 0 and increment the corresponding SHCT counter, reinforcing good signatures. This filters out streaming or one‐off lines (benefiting lbm, mcf, omnetpp), reacts to irregular and speculatively fetched paths (astar), and smoothly adapts when locality phases change (milc).",ChampSim_CRC2/new_policies/000_sfsrip___stream_filter_srrip_with_signature_predictor.cc,0.46010462210186637,0.46010462210186637
all,SFSRIP  (Stream-Filter SRRIP with Signature Predictor),"SFSRIP augments Static RRIP (SRRIP) with a small Signature Hit Counter Table (SHCT) that learns which PC+page signatures produce true reuse. On each miss fill, we hash (PC ⊕ paddr>>12) to index SHCT. If the counter is above a tunable threshold, we insert the new line with RRPV=0 (retain it); otherwise we give it RRPV=MAX (effectively bypass). On every hit we reset RRPV to 0 and increment the corresponding SHCT counter, reinforcing good signatures. This filters out streaming or one‐off lines (benefiting lbm, mcf, omnetpp), reacts to irregular and speculatively fetched paths (astar), and smoothly adapts when locality phases change (milc).",ChampSim_CRC2/new_policies/000_sfsrip___stream_filter_srrip_with_signature_predictor.cc,0.41591073801592077,0.41591073801592077
astar,Tri-Level Signature-based SRRIP (TLSRIP),"TLSRIP is a three-tiered insertion policy built on SRRIP and a Signature Hit Counter Table (SHCT). On every fill we hash (PC⊕paddr>>12) to index SHCT, classifying lines as hot, warm, or cold using two thresholds. Hot lines (SHCT ≥ THRESH_HOT) get RRPV=0 for maximum retention; warm lines (between thresholds) get RRPV=RRPV_MAX–1 for moderate residency; cold lines (SHCT ≤ THRESH_COLD) bypass the cache with RRPV=RRPV_MAX. We also apply eviction feedback: if a line is evicted without any hits, we decrement its SHCT counter. This design retains high‐reuse lines, gives one-shots minimal dwell to avoid pollution, and adaptively responds to phase changes, improving performance across irregular (astar, mcf, omnetpp), streaming (lbm), and mixed-locality (milc) workloads.",ChampSim_CRC2/new_policies/001_tri_level_signature_based_srrip__tlsrip.cc,0.3601149555628003,0.3601149555628003
lbm,Tri-Level Signature-based SRRIP (TLSRIP),"TLSRIP is a three-tiered insertion policy built on SRRIP and a Signature Hit Counter Table (SHCT). On every fill we hash (PC⊕paddr>>12) to index SHCT, classifying lines as hot, warm, or cold using two thresholds. Hot lines (SHCT ≥ THRESH_HOT) get RRPV=0 for maximum retention; warm lines (between thresholds) get RRPV=RRPV_MAX–1 for moderate residency; cold lines (SHCT ≤ THRESH_COLD) bypass the cache with RRPV=RRPV_MAX. We also apply eviction feedback: if a line is evicted without any hits, we decrement its SHCT counter. This design retains high‐reuse lines, gives one-shots minimal dwell to avoid pollution, and adaptively responds to phase changes, improving performance across irregular (astar, mcf, omnetpp), streaming (lbm), and mixed-locality (milc) workloads.",ChampSim_CRC2/new_policies/001_tri_level_signature_based_srrip__tlsrip.cc,0.25803618910995835,0.25803618910995835
